"Geneid","log2FC_T20","padj_T20","log2FC_T26","padj_T26"
"Cvel_33768",-10.353190643862,1.16669315704134e-98,-10.5595618053713,1.00718187145355e-124
"Cvel_8078",-10.5348052124327,3.59591165174599e-15,-9.65788199043248,1.56537175937909e-13
"Cvel_15122",-10.5286477003601,2.38461673278996e-15,-9.62852497843439,6.22607149447422e-13
"Cvel_22360",-6.84645030552393,3.71839581118578e-17,-10.513340087434,7.59694952571e-16
"Cvel_12923",-10.4986975426433,2.27682397580385e-15,-9.65752501344999,3.20301833755657e-14
"Cvel_6998",-7.35625511431332,1.38344870967052e-34,-10.4885109512626,3.17539451741243e-16
"Cvel_20866",-10.4782711088076,7.15091717027915e-15,-10.2206925622228,1.59761533059234e-15
"Cvel_8286",-10.3206925675232,1.06573267962464e-14,-10.4629185195321,1.0265919770011e-15
"Cvel_22757",-10.4553253818185,2.39038406623915e-15,-8.1098153242241,1.74421794351787e-06
"Cvel_35766",-10.2619039999615,5.50136701675226e-37,-10.4524310560214,8.4334305132345e-40
"Cvel_15212",-8.50928426340416,1.34768001354538e-42,-10.4392885654971,5.73074227563092e-40
"Cvel_11757",-10.4375144511436,8.05446644274747e-15,-9.97235356958978,2.57700451934865e-14
"Cvel_34073",-10.4372746431761,3.21144648354144e-15,-8.70648380114189,7.0548528330859e-28
"Cvel_14260",-5.03676077171882,5.95477326172253e-13,-10.4235161338745,3.37443143021956e-16
"Cvel_12855",-10.4233515449679,1.19228563793753e-39,-10.2572377361869,3.99957603583426e-50
"Cvel_11821",-10.0228353094307,4.83069207520615e-12,-10.4191795788314,1.1637779463699e-13
"Cvel_14988",-10.4180141812778,1.41876582240769e-14,-9.83891299359531,4.34400857610923e-19
"Cvel_1519",-10.3957684673912,2.94198953206605e-14,-9.54528614489947,2.95046032052483e-11
"Cvel_4452",-6.83081168221648,9.37879002105992e-12,-10.3900250832811,6.13150934002799e-16
"Cvel_25557",-10.3890242917264,1.27966997194593e-14,-10.1902150658709,5.69385591318757e-15
"Cvel_16748",-10.0804276555636,1.63929900268745e-13,-10.3808983522895,3.68871334972676e-16
